genus	BB	BD	BN	CS	CT	FD	FJ	FL	JTW	LH	WS	WZ	XZY	YJC	YW	YY	ZG	ZX	BB2	BD2	BN2	CS2	CT2	FD2	FJ2	FL2	JTW2	LH2	WS2	WZ2	XZY2	YJC2	YW2	YY2	ZG2	ZX2	BB3	BD3	BN3	CS3	CT3	FD3	FJ3	FL3	JTW3	LH3	WS3	WZ3	XZY3	YJC3	YW3	YY3	ZG3	ZX3
s__Rhinogobius_similis	0.484994576	0.094400936	0.007586401	0.005369791	0.000583304	0.116783155	0.456454602	0.055966998	0.063325226	0.034057244	0.181229773	0.013574661	0.018282989	0.379115044	0.03708386	0.008279125	0.220253165	0.15959596	0.005465209	0.018041237	0.162561734	0.213246987	0.004496124	0.316892104	0.904495901	0.004753615	0.195737964	0.040198833	0.002306628	0.213609559	0.137517305	0.010063846	0.113180569	0.231338572	0.002582795	0.002626517	0.063299486	0.001512683	0.113102164	0.000527545	0.005058534	0.002524949	0.183088909	0.000957438	0.022194112	0.104380039	0.076432486	0.004324969	0.174151625	0.067657993	0.273785425	0.105011105	0.051086364	0.009387668
s__Hemibagrus_macropterus	0	0.000292464	0	0	0	0	0	0.000227376	0	0	0	0	0.000794913	0	0	0	0	0	0.000266596	0	9.62094E-05	3.83193E-05	0.000155039	0	0	0.000133905	0.000338257	0.095958504	0	0	0	0	0	0	0	0	0.000131874	0	0	0	7.22648E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Tachysurus_vachellii	0.10558033	0.000227472	0.000280978	6.5887E-05	3.33317E-05	0	0	0	8.68659E-05	4.8968E-05	0	0	0	0	0	0	0	0.028282828	0.000466542	0	6.41396E-05	9.57983E-05	0.000155039	0.000251651	0.000810884	0.094001071	0.000676514	0.189755781	0.002614178	0.00027157	0	0	0	0.000350779	0	0.000184966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Silurus_asotus	0.004579969	0	0.010396179	0.085784879	0.000666633	0.004335132	0.008029648	0.005424544	0.150191105	0.062972847	0	0.000754148	0	0	0.007163928	0.001182732	0	0	0.000533191	0	0.081328972	0.000153277	0.001007752	0.000377477	0.00099108	0.000133905	0.000451009	0.002809596	0	0.00027157	0	0	0.001002748	0.078679669	0	7.39864E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Larimichthys_polyactis	0	6.4992E-05	0	0.002404876	3.33317E-05	0.000265416	0.429894997	0.000324823	0	0	0.006472492	0.002262443	0.001589825	0	0	0.001182732	0.150632911	0.012121212	0.000533191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cladosporium	0.044318182	0.111969112	0.279309385	0	0.004527163	0.00290499	0	0	0.001139277	0.026960025	0.007990868	0	0	0	0	0	0.011363636	0.005181347	0.016571064	0.001093665	0.009315773	0.017951555	0.000947668	0.079542203	0.009657948	0.031329187	0.071377714	0.001313732	0	0.000234907	0.075158228	0.082989994	0.018366361	0.038584914	0.065994299	0.006043218	0	0.000578369	0	0	4.03437E-05	0.000279408	0.000867571	0.000800487	0.000501253	0	0.001051635	0	1.09918E-05	0	0	0	0	0
g__Periconia	0	0	0	0	0	0	0	0	0.003133011	0	0	0	0.000569801	0	0	0	0	0	0.035691523	0.000468713	0.000107078	0.002049264	0	0.004291845	0.000402414	0.011748445	0	0	0	7.83024E-05	0.005537975	0.001765745	0.004349928	0.00870681	0.00021925	0	0	0	0	0	0	0	0.000123939	0	0	0.000832986	0	0	0	0	0	0	0	0
g__Aspergillus	0.001704545	0.011583012	0.036480089	0	0	0	0.007407407	0.000492854	0	0.021691974	0.010273973	0	0	0	0	0	0	0	0.002549395	0.000312476	0.000535389	0.000204926	0.000737075	0.002288984	0	0.000691085	0.051263795	0.006693775	0.006797344	0.000391512	0.00039557	0.001177163	0	0	0.0004385	0	0	0	0	0	5.37916E-05	0.000209556	0.001177418	6.40389E-05	0	0.000416493	0	0.00016787	0	0	0	0	0	0
g__Arachnomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002549395	0	0	0	0	0	0	0.000460723	0	0	0	0	0	0.000588582	0	0.00146641	0	0	0	0	0	0	0	0	0.000247878	0	0	0	0	0	0	0	0	0	0	0
g__Leohumicola	0.000568182	0	0	0	0.003018109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001274697	0.003749707	0	0	0	0.000572246	0.003420523	0	0.000177999	0	0	0.002427375	0.007911392	0.004708652	0.049782504	0.000183301	0.01381276	0.00115981	0	0.000506073	0	0	2.68958E-05	0	0.000247878	0	0	0	0.086444421	0.000251805	0	0	0	0.000647156	0	0.000431912
g__Saccharomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002549395	0	0	0	0	0	0	0	0	0	0.000316156	0	0	0	0	9.16506E-05	0.00021925	0.000122085	0	0.000144592	0	0	0	0	0	0	0	0	0.000105164	0	0	0	0	0	0.000189897	0
g__Torulaspora	0	0	0	0	0	0	0	0	0	0	0.002283105	0	0	0	0	0.004956629	0	0	0.000637349	0	0	0	0	0	0.000201207	0	0	0	0	0	0	0	0	0.000183301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Colletotrichum	0	0	0.005291005	0	0.001006036	0	0	0	0.000284819	0.000309885	0.002283105	0	0	0	0	0	0.011363636	0	0.002549395	7.81189E-05	0.000428311	0.000204926	0	0	0	0	0.00507298	0	0	7.83024E-05	0.001977848	0.005885815	0.002899952	0	0.005262004	0	0	0	0	0	0	0	0	0	0	0	0.000210327	0	0	0	0	0	0	0
g__Plectosphaerella	0	0	0	0	0.001509054	0	0	0	0.019082882	0.003718624	0	0	0	0	0	0	0	0	0.003824092	0	0	4.09853E-05	0.000105296	0	0	0	0	0	0	0.00031321	0.003164557	0.001765745	0	0.000183301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Metarhizium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637349	0	0.000107078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Beauveria	0	0.003861004	0	0	0.002515091	0	0	0	0.000284819	0.002169197	0.006849315	0	0	0	0	0	0	0	0.000637349	0	0.002676946	0	0	0	0.000201207	0	0	6.25586E-05	0	0	0	0.001765745	0	0.001374759	0.001096251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Trichoderma	0	0	0	0.000157903	0	0	0	0	0.020791797	0.005268051	0	0	0	0	0	0	0.005681818	0	0.000637349	0	0	0	0	0	0	0	0	0.003816078	0	0	0	0	0.001933301	0.000641554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusarium	0.078409091	0.16023166	0.297688666	0.00568451	0.001006036	0	0	0.026121242	0.00655084	0.026340254	0.023972603	0.00078125	0	0.009478673	0.032786885	0.001239157	0	0.051813472	0.003186743	0.00281228	0.003426491	0.004549367	0.002211225	0.003433476	0.001408451	0.002533978	0.006763973	6.25586E-05	0.035725577	0.044788975	0.018987342	0.010594467	0.031416143	0.046100266	0.014251261	0.001709193	0.063247863	0.933198381	0.934980494	0.883591594	0.986417611	0.792679519	0.941996654	0.943357561	0.432581454	0.375676801	0.607214218	0.953667954	0.989436891	0.917772702	0.960468009	0.929783562	0.883782757	0.881964583
g__Neopestalotiopsis	0.001136364	0	0	0.001421127	0.002012072	0.000170882	0	0	0.024779265	0.040285095	0	0	0	0	0	0	0	0	0.000637349	0.000312476	0.000749545	0.001147588	0.000105296	0.001430615	0.000402414	0.00691085	0.004271983	0.00788239	0.000158078	0.000156605	0.005933544	0.026486168	0.007249879	0.000824856	0.003288752	0.000549383	0.015954416	7.22961E-05	0.000364109	0	0	0	0	0	0	0.036234902	0	0	2.19836E-05	0	0.001282749	0	0	0
g__Lepiota	0.484659091	0.003861004	0.10609858	0.069477341	0.092555332	0.19138756	0.044444444	0.263676688	0.262033609	0.330957546	0.199771689	0.14453125	0.066666667	0.015797788	0.008196721	0.064436183	0.028409091	0.031088083	0.373486297	0.000156238	0.023985437	0.001147588	0.024007581	0.008583691	0.004024145	0.021193273	0.00498398	0.011510791	0.000948467	0.016130295	0.002373418	0.000588582	0	0.010081569	0.00065775	0.006653644	0.006837607	0	0.000988296	0.012693696	0	0.000209556	0	0	0.002005013	0.002915452	0	0	1.09918E-05	0.000308661	0.000310969	0.000179766	0.000569692	0
g__Amanita	0.007954545	0.007722008	0.002506266	0.044844465	0.013581489	0.069207109	0.007407407	0.023656974	0.064938764	0.013015184	0.140410959	0.0640625	0.029059829	0.007898894	0.036885246	0.122057001	0.011363636	0.378238342	0.002549395	0.001015546	0.000214156	0.000122956	0.000105296	0.001144492	0.003018109	0.002994702	0.000177999	0.000250235	0.008694278	0.000939629	0.001186709	0.002942908	0.003383277	0.000549904	0.005700504	0.000854597	0.000569801	0	0.00686606	0.026278922	2.68958E-05	0.010547639	0.000185908	0.033300247	0.001503759	0	0.00357556	0.016115494	1.09918E-05	0.000925983	0.00017492	0.002372906	0	0.00888505
g__Clitocybe	0.167613636	0.239382239	0.015316068	0.020369493	0.479879276	0.226418319	0.007407407	0.194677181	0.004841925	0.00464828	0.026255708	0.002734375	0	0.001579779	0	0.010532838	0.017045455	0	0.010197578	0.000468713	0.005139737	0.000614779	0.01231968	0.000286123	0.000603622	0.001842893	0.01504094	0.002064435	0.000158078	0.000391512	0.001977848	0.002354326	0.003383277	0	0	0	0	0	0	8.49077E-05	0	0.000279408	6.19694E-05	0	0	0	0.000105164	0	1.09918E-05	0.000185197	0	0.000323578	0	0.00178935
g__Collybia	0.001136364	0	0.00278474	0.000631612	0.000503018	0.115686945	0.007407407	0.03942829	0.004557106	0.001549427	0.010273973	0.00078125	0	0	0.049180328	0.001239157	0.005681818	0	0.124920331	0.70322631	0.000107078	0.005000205	0.000210593	0.119313305	0.649094567	0.032480995	0.000177999	6.25586E-05	0.709927284	0.408973455	0.450158228	0.316068275	0.361043983	0.371459995	0.512826135	0.285557319	0	0	0	0	0	0.003003632	0.001425296	0.002945791	0	0	0.002839415	0	0	0	5.83068E-05	0.000898828	0	0.033874252
g__Lepista	0	0.017374517	0	0.000157903	0.002012072	0.001196172	0.014814815	0.000492854	0	0.000619771	0.051369863	0.006640625	0.001709402	0.007898894	0	0.006195787	0.085227273	0	0.024219248	0.104366846	0.073669558	0.009959425	0.0410656	0.201716738	0.130784708	0.055747524	0.222677109	0.31204254	0.077774265	0.257301699	0.022151899	0.002942908	0.003866602	0.226193749	0.008112256	0.558234648	0	0	0	0	0	0.000558815	0	0	0	0	0	0	0	0	0	0	0	0
g__Entoloma	0	0	0	0.000789515	0.000503018	0.003246753	0	0.000985707	0.000569638	0.001239541	0	0.00078125	0	0	0	0	0	0	0.002549395	0.00070307	0.004283114	0.000860691	0.00673897	0	0.000201207	0.008062658	0.004538982	0.004191429	0.000474233	0	0	0.001177163	0	0.001649711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123464	0	0	0	0
g__Hebeloma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637349	0	0	0	0	0	0	0	0	0	0	7.83024E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Marasmius	0.002272727	0.038610039	0	0.001894837	0.014587525	0.03417635	0.355555556	0.076392311	0.021076616	0.03129842	0.002283105	0.04296875	0.005698006	0	0.077868852	0.017967782	0.011363636	0.010362694	0.00446144	0.01554566	0.002034479	8.19706E-05	0.076445193	0.014878398	0.011267606	0.016125317	0.001334995	0.005692837	0.012013911	0.04494558	0.075949367	0.113007652	0.11261479	0.007973605	0.01271651	0.002258576	0.001709402	0.008314054	0.01243173	0.00764169	1.34479E-05	0.002025706	0.005701184	0.000128078	0	0	0.068461458	0.003861004	0.000153885	0.006111488	0.002720983	0.025886244	0.007026206	0.002097859
g__Lentinula	0.003977273	0.001930502	0.00278474	0.399021001	0.000503018	0.018284347	0	0.11286348	0.036172031	0.05856833	0.001141553	0.159765625	0.355555556	0.344391785	0.020491803	0.180297398	0.028409091	0.025906736	0.005098789	0	0.000214156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22961E-05	0.000208062	0.008830397	0	0.000628667	0	3.20195E-05	0.001503759	0	0	0	0.001264056	0.009691956	0.002662676	7.19062E-05	0.00968477	0.000185105
g__Pleurotus	0.001136364	0.007722008	0.000556948	0.000631612	0.000503018	0.00102529	0.007407407	0.013307048	0.000284819	0.000929656	0.00456621	0.0125	0.047293447	0.078988942	0.032786885	0.00929368	0.147727273	0	0.001274697	0.000390594	0	0	0.000105296	0.002002861	0.000603622	0	0.000177999	0.000250235	0.000790389	0.000626419	0.00039557	0.000588582	0	0.000733205	0.000877001	0.000366256	0	0	0	0.000169815	0	0.000139704	0	0	0	0	0	0	0	0	0	0	0	0
g__Pluteus	0.001704545	0.011583012	0.003341688	0.009000474	0.025653924	0.004955571	0	0.00542139	0.00341783	0.001549427	0.001141553	0.00078125	0	0	0	0.000619579	0	0	0.001274697	0	0.00246279	0.000573794	0.00410656	0.001144492	0	0.00138217	0.001779993	0.001063497	0	0	0	0	0	9.16506E-05	0	0	0	0	0	0.000212269	1.34479E-05	0.001187483	0	0	0	0	0.000210327	0	4.39672E-05	0	0	0	0	0
g__Volvariella	0	0.007722008	0.000278474	0.000315806	0.003018109	0.000683527	0	0.000492854	0.001424096	0.012085528	0.01369863	0.000390625	0	0.001579779	0	0.000619579	0.022727273	0	0.03250478	0.048668073	0.018738623	0.001844338	0.006528377	0.258655222	0.057344064	0.014743147	0.041028836	0.041413825	0.057224154	0.114556417	0.099287975	0.068864038	0.122764621	0.044725506	0.206095155	0.019960933	0	0	0	0	0	0	0.000433786	0	0	0	0	0	0	0.000493858	0	0	0	0
g__Candolleomyces	0	0	0	0.006474025	0.002012072	0.000854409	0	0.000985707	0.006835659	0.000619771	0	0	0.002849003	0.004739336	0	0	0.011363636	0.005181347	0.005098789	0.000156238	0.032016276	0.002418132	0.01495209	0.001144492	0	0.006450127	0.011302955	0.008382859	0	0	0	0	0	9.16506E-05	0.00065775	0	0	0	0	0	0	0.00034926	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprinellus	0.019318182	0.011583012	0.005012531	0.156324017	0.001509054	0.032467532	0.022222222	0.014785609	0.008259755	0.00867679	0.019406393	0.034375	0.046153846	0.037914692	0.032786885	0.012391574	0.102272727	0.015544041	0.051625239	7.81189E-05	0.237926973	0.026107627	0.254501422	0.014592275	0	0.093296475	0.161623354	0.181795433	0.000158078	0.001409443	0.003164557	0	0.000966651	0.000366603	0.00021925	0.000488341	0	0.000795257	0.014824447	0.011420081	0	0.03723107	0.002230898	0.00243348	0.001002506	0.025406081	0.003891051	0.004112808	7.69425E-05	0.000123464	0.000213791	0.005932264	0.000379795	0.000493614
g__Stropharia	0	0	0	0	0	0.000341763	0	0.000492854	0	0	0	0	0	0	0	0	0	0	0.001274697	0.008124365	0	0	0	0.002002861	0.00804829	0.000460723	0	0	0.0085362	0.00587268	0.006329114	0.006474397	0.003383277	0.00577399	0.008112256	0.003113173	0	0	0	0	1.34479E-05	0	0	0	0	0	0.000420654	0	0	0	0	0	0	0.000246807
g__Tricholoma	0	0	0	0.002684352	0.012575453	0.000170882	0	0.000492854	0.003987468	0.000619771	0	0.002734375	0.000569801	0.003159558	0	0.000619579	0	0	0.000637349	0	0.007602527	0.002377147	0.011687901	0.004864092	0	0.03870076	0	0.000437911	0	0	0.035996835	0.033549147	0	0.000183301	0.00065775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000539297	0	0
g__Aureoboletus	0	0.001930502	0	0.000631612	0	0	0	0.002464268	0.001139277	0	0.001141553	0.00078125	0	0.001579779	0.004098361	0	0.011363636	0.010362694	0.002549395	0	0.005782204	0.001434485	0.004948931	0	0	0.005067957	0.00507298	0.006756334	0	0	0	0	0	0.000183301	0	0.000183128	0	0	0	0	0	0	0.000123939	0	0	0	0	0	0	0	0	7.19062E-05	0	0
g__Pulveroboletus	0	0.005791506	0	0	0.010060362	0.000683527	0	0	0.000569638	0	0.00456621	0.003515625	0	0	0.008196721	0	0.028409091	0.005181347	0.012746973	0.004843372	0.001392012	0.000163941	0.001158261	0.011444921	0.006036217	0.002303617	0.005161979	0.008070066	0.003793867	0.010179313	0.001977848	0	0.000966651	0.011181377	0.00021925	0.020937614	0	0	0.004161248	8.49077E-05	0	0	0.000185908	0	0.000501253	0.000416493	0	0.000251805	0	0	7.77424E-05	3.59531E-05	0	0.000123403
g__Tylopilus	0.002840909	0	0.000278474	0	0.139839034	0.043403964	0.007407407	0.000492854	0	0.000929656	0	0.00078125	0	0	0.004098361	0	0.011363636	0	0.100063735	0.072416217	0.003533569	0.000819706	0.009581973	0.11788269	0.064587525	0.03455425	0.000889996	0.013575227	0.039677521	0.063738157	0.006329114	0.001177163	0.002416626	0.048941435	0.001754001	0.061897204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Paxillus	0	0	0	0	0	0	0	0	0	0	0.001141553	0	0	0	0	0	0	0	0.001912046	0.000468713	0.000107078	4.09853E-05	0.004001264	0.001716738	0.003018109	0	0	0	0.003951944	0	0	0	0	0.000366603	0	6.10426E-05	0	0	0	0	0	0	6.19694E-05	0	0	0	0.009990535	0	0	0	0	3.59531E-05	0	0
g__Pisolithus	0	0.001930502	0	0	0.002012072	0	0	0.001971414	0	0	0	0	0	0.001579779	0.004098361	0	0.022727273	0	0.000637349	0	0.016489988	0.000819706	0.002737707	0.025751073	0	0.012900253	0.016108936	0.038098217	0	0.000861326	0.001582278	0	0.000483325	0.000549904	0	0.002869003	0	0	0	0	0	0	0	0	0	0.000832986	0	0.000419674	0	6.17322E-05	0	0	0	0
g__Phellinidium	0.001136364	0	0.000556948	0.005368704	0.002012072	0.002050581	0	0.002464268	0.000854457	0.008366904	0.003424658	0	0.000569801	0	0	0.000619579	0	0	0.00446144	0.000312476	0.002891102	0.00077872	0.00526482	0.002002861	0.000402414	0.014512785	0.002669989	0.000563028	0.001106544	0.00227077	0.003164557	0	0.001933301	0.000641554	0.000877001	0.000549383	0	7.22961E-05	0.000364109	0.001231161	1.34479E-05	0.001955854	6.19694E-05	0	0.001002506	0.001249479	0.000210327	0.000755414	0	0	0	0.000179766	0.000379795	0.001048929
g__Merulius	0	0	0	0	0	0	0	0.000985707	0	0	0	0	0	0	0	0	0	0	0.005736138	0	0	4.09853E-05	0.000105296	0	0	0	0	6.25586E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Ganoderma	0.002840909	0	0.019771651	0.034107058	0.044265594	0.017259057	0	0.001478561	0.120193677	0.007127363	0.063926941	0.00625	0.005128205	0	0.008196721	0.016728625	0.011363636	0.005181347	0.085404716	0	0.003640647	4.09853E-05	0.000421186	0.000286123	0	0.003455425	0.006941972	0.000312793	0	0.00031321	0	0	0	0.000183301	0	6.10426E-05	0	0	0.00213264	0.008448312	0.000954802	0.000977927	0	6.40389E-05	0	0.002915452	0.000315491	0	0	0	0	0	0	6.17017E-05
g__Albatrellus	0	0.011583012	0	0.000315806	0	0	0	0	0	0	0.001141553	0	0	0	0	0	0.022727273	0	0.005736138	0	0.022593425	0.001721382	0.073918079	0.001144492	0	0.025800507	0.084816661	0.078886456	0	0	0.001186709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peniophora	0.001704545	0.003861004	0	0.007105637	0	0.006664388	0	0.011828487	0.004272287	0.005887822	0.006849315	0.07265625	0.295726496	0.050552923	0.049180328	0.172242875	0.028409091	0.046632124	0.006373486	0	0	0.002950941	0	0	0	0.000230362	0	0.000125117	0	0.000156605	0	0	0	0	0	0	0	0	0	0.000254723	0	0.000209556	0	0	0	0	0	0	0	0	3.88712E-05	0	0	0
g__Lactarius	0.010227273	0.00965251	0.001670844	0.048002526	0.042253521	0.035543404	0.007407407	0.042878265	0.015095414	0.050821196	0.002283105	0	0.000569801	0.009478673	0.008196721	0.002478315	0.034090909	0	0.005098789	0	0.074633258	0.002950941	0.011161419	0	0	0.003685787	0.005161979	0.016265249	0	0	0	0	0	0	0	0	0	0	0	0.000127361	1.34479E-05	0.002025706	0.000185908	0.000128078	0	0.002498959	0.000630981	0	2.19836E-05	0	0	3.59531E-05	0	0.000185105
g__Malassezia	0.000568182	0	0	0.000473709	0.011066398	0	0	0.024642681	0	0	0.00456621	0	0	0	0	0	0	0	0.000637349	0	0.000535389	8.19706E-05	0.002211225	0.004291845	0	0.00276434	0.001690993	0.000750704	0	0.001017931	0.00039557	0.004120071	0.001933301	0	0	0.002685875	0	0	0	0	0.000416885	0	0	0	0	0	0.000210327	0	0	0	0	0	0	0
g__Rhodotorula	0.022727273	0	0.016429964	0	0.004527163	0.000170882	0	0	0.003987468	0.000309885	0	0	0	0	0	0	0	0	0.000637349	0.000156238	0	0.001311529	0	0.004577969	0.000201207	0.012209168	0.00249199	0.000312793	0	0	0	0.025897587	0.004833253	0.01457245	0.014689761	0.000427298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sporisorium	0	0	0	0	0	0	0.014814815	0	0.000569638	0	0	0	0.01994302	0	0	0.004337051	0.005681818	0	0.000637349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.49077E-05	8.06875E-05	0	0.000123939	3.20195E-05	0	0	0.002944579	0	0	0.000123464	0	0	0	0.000246807
g__Blastocladiella	0.00625	0.019305019	0.001670844	0.073898626	0.002012072	0.11038961	0.014814815	0.01626417	0.11933922	0.067555005	0.010273973	0.155859375	0.003988604	0.004739336	0	0.183395291	0.005681818	0.041450777	0.000637349	7.81189E-05	0.00396188	0.000163941	0.001684743	0.004577969	0.000603622	0.007371573	0.000355999	0.001751642	0.000316156	0.000704722	0.003164557	0	0.003866602	0.000458253	0	0.000610426	0	0.000289184	0	0.000339631	0	0	0	0	0	0	0	0	0	0	0	0.000107859	0	0
g__Entomortierella	0	0.013513514	0	0.031738513	0.011569416	0.025803144	0	0.033514046	0.030190829	0.02726991	0.02283105	0	0	0.02685624	0.028688525	0	0.102272727	0	0.047163799	0.000312476	0.358282471	0.059141768	0.410340107	0.00944206	0	0.349689012	0.250622998	0.222145762	0	0	0	0	0	0.000183301	0.001315501	0.000366256	0	0	0	0.001655699	0	0.002863928	0	0.001504915	0	0.002498959	0	0	0	0	0	0	0	6.17017E-05
g__Mucor	0	0	0	0	0	0.000170882	0.014814815	0	0.002278553	0	0	0	0.000569801	0	0	0	0	0	0.001912046	0.006483868	0	0.632484938	0	0.046065808	0.000201207	0.010366275	0	0	0	0	0.00039557	0.000588582	0	0.006140592	0	0.00164815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Conidiobolus	0.005681818	0.028957529	0.000278474	0.010105795	0.001509054	0.01076555	0.007407407	0.009364219	0.005411564	0.003408739	0.063926941	0.267578125	0.087179487	0.360189573	0.540983607	0.153035936	0.028409091	0.020725389	0.001912046	0.000468713	0.000642467	0	0.000631778	0.002002861	0.000804829	0.001612532	0.000177999	0.000125117	0	0.00031321	0.003560127	0.000588582	0.000483325	0.001008157	0.00065775	0.000183128	0	0.048655292	0.005981795	0.011165358	1.34479E-05	0.040164851	0.007374357	0.000416253	0	0	0.054369545	0.004364613	0.00356134	0.022717452	0.024799813	0.014381247	0.096088112	0.005553156
g__Hydraena	0	0	0	0.005970149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016806723	0	0.009803922	0.003215434	0.006355932	0.02173913	0	0.002932551	0	0	0	0	0	0	0.039800995	0	0	0	0	0	0	0.010526316	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0
g__Ochthebius	0.153846154	0	0.027624309	0.56119403	0	0.034246575	0	0	0.003448276	0	0	0	0	0	0	0	0.00212766	0	0.016806723	0	0.078431373	0.028938907	0.161016949	0.086956522	0	0.017595308	0.00658204	0.005011136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007853403	0	0
g__Parhydraena	0	0	0	0	0.038961039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008403361	0.195876289	0	0.003215434	0	0.043478261	0.193548387	0	0	0	0.137931034	0.043918919	0.01980198	0	0	0.12	0.084615385	0.0875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pelosoma	0	0	0	0	0	0	0	0	0	0	0.003039514	0	0	0.011764706	0.03125	0	0.00212766	0	0.067226891	0.020618557	0.169117647	0.604501608	0.379237288	0.391304348	0	0.463343109	0.000940291	0.485523385	0	0.469594595	0.381188119	0.141230068	0	0	0.015384615	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Orthocladius	0	0.011627907	0	0.041791045	0	0.002283105	0	0	0.003448276	0	0	0	0	0	0	0	0	0	0.016806723	0.020618557	0	0.041800643	0	0	0.301075269	0.002932551	0	0	0.620689655	0.003378378	0	0.013667426	0.014925373	0.044	0.092307692	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Tanytarsus	0	0.011627907	0	0	0	0.01369863	0	0	0.006896552	0	0	0	0	0	0	0	0	0	0.008403361	0	0	0	0.016949153	0	0	0	0.111424542	0.01169265	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0.202020202	0	0.003278689	0.001376462	0	0	0	0	0	0	0	0
g__Tavastia	0	0	0	0	0.012987013	0.00456621	0	0	0	0	0	0	0	0	0	0	0	0	0.075630252	0	0	0.009646302	0	0.054347826	0	0.002932551	0.000470146	0	0	0.084459459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anopheles	0.230769231	0.162790698	0.022099448	0.104477612	0.038961039	0.006849315	0	0.016483516	0.013793103	0.237373737	0.003039514	0.040201005	0.135135135	0.070588235	0.25	0.170731707	0.010638298	0	0.680672269	0.494845361	0.240196078	0.032154341	0.036016949	0.097826087	0.021505376	0.193548387	0.05077574	0.002227171	0.155172414	0.131756757	0.193069307	0.054669704	0.194029851	0.06	0.146153846	0.025	0.5992	0.020700637	0.753387534	0.048421053	0	0.666666667	0.070707071	0.529411765	0.634754098	0.637302134	0.010204082	0	0.32	0	0	0.054973822	0	0.090909091
g__Simulium	0	0.069767442	0	0	0	0	0	0	0	0	0.018237082	0	0.202702703	0.082352941	0.1875	0	0.008510638	0	0.016806723	0.092783505	0.12745098	0.128617363	0.012711864	0.097826087	0.010752688	0.035190616	0.036671368	0.042316258	0	0.195945946	0.138613861	0.063781321	0.358208955	0.048	0.484615385	0.0375	0.016	0.006369427	0.002710027	0	0	0	0	0	0.003278689	0.006194081	0	0	0	0	0	0	0	0
g__Ephemerella	0	0.093023256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008403361	0	0.007352941	0.012861736	0.006355932	0	0	0	0.622943112	0.0155902	0	0	0	0.334851936	0	0.436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rhithrogena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106383	0	0.033613445	0	0.00245098	0	0.004237288	0	0	0	0.000940291	0.24610245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
